project_id,percentile50,percentile70,percentile90,percentile93,percentile94,percentile95,percentile96,percentile98,percentile99
hHjvv8vHioj7URv,666.1015,2220.6688999999992,3629.5327,3750.5215900000003,3790.85122,3831.18085,3871.51048,3952.1697400000003,3992.49937
r+dWJ9Xr2A0UBi+,0.049,0.91839999999999955,2.5138000000000003,2.70488,2.8195199999999985,3.0735999999999986,3.3276799999999991,3.7890399999999995,4.00152
26YJ05ngkCqBIHn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iUnv9+PaaiH7Erk,0.0,0.023199999999999995,0.0428,0.04556,0.046479999999999994,0.0474,0.048319999999999995,0.050159999999999996,0.05108
wtg4kySZd4umaYr,0.20550000000000002,1.5993999999999979,11.5513,11.934970000000002,12.297459999999996,13.077049999999996,13.827599999999999,14.66428,14.81814
AbJos5fY3NpE7CV,15.0205,31.549199999999995,62.674900000000029,116.6055300000001,173.09343999999987,238.69844999999978,291.96851999999961,584.2453999999999,722.98419999999919
2JyF6pPcf7zEAl9,3.892,6.395999999999999,15.605000000000002,20.240600000000004,20.9564,21.717999999999993,23.874199999999966,29.626799999999978,44.983199999999954
MRfKljReZXlX6Qe,0.59,0.826,1.062,1.0974,1.1092,1.121,1.1327999999999998,1.1563999999999999,1.1682
wqpWP1fjDVw24sn,2.1615,4.3415999999999988,27.681200000000011,31.36792,35.411499999999975,38.38525,39.47924,40.382039999999996,41.096959999999996
rTQPF0K3oWreKIH,0.0,0.0,8.2275000000000063,16.183090000000014,20.277219999999996,24.527499999999993,32.845079999999932,60.43101999999999,90.927649999999986
XEP8mKJCwFEi/UO,17.8075,84.085799999999963,273.78770000000009,367.47401,400.68065999999953,466.90684999999991,619.210159999999,1396.4041599999998,1672.26704
knwfngsgIKwjfaq,0.0565,0.088999999999999982,0.19600000000000006,0.22345,0.25339999999999979,0.28774999999999989,0.3036,0.38759999999999994,0.74749999999999872
/m78k6KB1MMeCLJ,55.565,435.50299999999942,1089.4316000000001,1226.0013800000004,1429.3812,1737.7715999999994,1986.8639999999982,2395.2573599999992,3239.03136
BydruoZWXpY2c+9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D2ECpiPXO70XJcp,2.7775,4.9480999999999984,9.5403,10.232800000000006,11.646399999999993,12.972099999999996,14.051679999999998,14.6551,30.89992999999998
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iliZnE9ExOMH8Wa,136.23250000000002,192.623,517.271,611.80416,661.19917999999927,937.57394999999872,1346.0982399999991,2207.67856,2916.1847299999977
83lA6d4QeLulV7A,144.92,1593.6226,2233.716,2374.20148,2447.2438799999995,2542.154,2664.8263199999992,3097.1753999999992,3564.4585599999996
NQROeLiEY4a+DVd,0.016,0.057399999999999993,1.5966,1.8891600000000019,2.2822799999999979,2.4680999999999997,2.48808,2.8141599999999998,3.6879399999999993
5j3Z9cyYxCS7uBg,40.894,243.97259999999989,1183.9500000000003,1440.8052400000001,1787.9297999999997,2001.1901999999993,2182.4711199999988,2681.4581200000002,2907.26064
veB2ujS+eP7CYL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lk87npeCyb8dTm4,19.238999999999997,67.0945,256.1252,401.97880000000106,483.25405999999992,581.645449999999,680.14931999999988,1042.027779999999,1565.7718399999981
mo/Qfh6PEt57wiK,665.193,1552.9388,2180.8214000000003,2309.1627900000003,2406.4287399999994,2554.5007499999997,2735.3542399999992,3500.6082599999995,4540.54898
Ct2ln1Tv7CBICGD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6SccRfvUKcEmosg,81.387499999999989,163.7464,196.3678,198.17116,198.77228,199.512,200.2702,201.7866,202.5448
ZJVYgLOTV0noCRQ,1219.014,1527.4561999999999,2238.5276000000003,2386.67832,2470.9719199999986,2638.3071999999997,2963.95316,3619.8813199999995,4220.08548
